"ULTIMA ATUALIZACAO";"06/08/2021 02:00"
"ANO";"MES";"SENADOR";"TIPO_DESPESA";"CNPJ_CPF";"FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO";"COD_DOCUMENTO"
"2008";"6";"ADELMIR SANTANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"2036,22";"2008060738103"
"2008";"7";"ADELMIR SANTANA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"14500";"2008070738104"
"2008";"7";"ADELMIR SANTANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"413,93";"2008070738103"
"2008";"8";"ADELMIR SANTANA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"15000";"2008080738104"
"2008";"9";"ADELMIR SANTANA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"12000";"2008090738104"
"2008";"9";"ADELMIR SANTANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"2289,72";"2008090738103"
"2008";"10";"ADELMIR SANTANA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"14500";"2008100738104"
"2008";"10";"ADELMIR SANTANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"412,8";"2008100738103"
"2008";"11";"ADELMIR SANTANA";"Divulgação da atividade parlamentar";"";"";"";"";"";"15000";"2008110738105"
"2008";"11";"ADELMIR SANTANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"426,8";"2008110738103"
"2008";"12";"ADELMIR SANTANA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"11361,01";"2008120738101"
"2008";"12";"ADELMIR SANTANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"2703,08";"2008120738103"
"2008";"2";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"2279,98";"2008020348801"
"2008";"2";"ALMEIDA LIMA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"140,9";"2008020348802"
"2008";"2";"ALMEIDA LIMA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"41,22";"2008020348804"
"2008";"2";"ALMEIDA LIMA";"Divulgação da atividade parlamentar";"";"";"";"";"";"10500";"2008020348805"
"2008";"2";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"5000";"2008020348803"
"2008";"3";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"1345,29";"2008030348801"
"2008";"3";"ALMEIDA LIMA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"721,57";"2008030348802"
"2008";"3";"ALMEIDA LIMA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"904,08";"2008030348804"
"2008";"3";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"12000,01";"2008030348803"
"2008";"4";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"3111,6";"2008040348801"
"2008";"4";"ALMEIDA LIMA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"309,81";"2008040348802"
"2008";"4";"ALMEIDA LIMA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"59";"2008040348804"
"2008";"4";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"11460,02";"2008040348803"
"2008";"5";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"3045,11";"2008050348801"
"2008";"5";"ALMEIDA LIMA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"830,14";"2008050348802"
"2008";"5";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"10962,6";"2008050348803"
"2008";"6";"ALMEIDA LIMA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"686,66";"2008060348802"
"2008";"6";"ALMEIDA LIMA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"3159,92";"2008060348804"
"2008";"6";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"9932,58";"2008060348803"
"2008";"7";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"760,97";"2008070348801"
"2008";"7";"ALMEIDA LIMA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"224,88";"2008070348802"
"2008";"7";"ALMEIDA LIMA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"195,35";"2008070348804"
"2008";"8";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"3481,54";"2008080348801"
"2008";"8";"ALMEIDA LIMA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"305,8";"2008080348802"
"2008";"9";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"2735,32";"2008090348801"
"2008";"9";"ALMEIDA LIMA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"344,85";"2008090348802"
"2008";"10";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"2987,14";"2008100348801"
"2008";"10";"ALMEIDA LIMA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"352,5";"2008100348802"
"2008";"10";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"13000";"2008100348803"
"2008";"11";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"2175,58";"2008110348801"
"2008";"11";"ALMEIDA LIMA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"916,86";"2008110348802"
"2008";"11";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"13000";"2008110348803"
"2008";"12";"ALMEIDA LIMA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"1804,68";"2008120348801"
"2008";"12";"ALMEIDA LIMA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"250,7";"2008120348802"
"2008";"12";"ALMEIDA LIMA";"Divulgação da atividade parlamentar";"";"";"";"";"";"35000";"2008120348805"
"2008";"12";"ALMEIDA LIMA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"12000";"2008120348803"
"2008";"2";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"6693,8";"2008020349001"
"2008";"2";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"938,45";"2008020349002"
"2008";"2";"ALOIZIO MERCADANTE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"549";"2008020349003"
"2008";"3";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"7308,15";"2008030349001"
"2008";"3";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"808,48";"2008030349002"
"2008";"3";"ALOIZIO MERCADANTE";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"163,38";"2008030349004"
"2008";"3";"ALOIZIO MERCADANTE";"Divulgação da atividade parlamentar";"";"";"";"";"";"6300";"2008030349005"
"2008";"3";"ALOIZIO MERCADANTE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"1001,21";"2008030349003"
"2008";"4";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"9153,04";"2008040349001"
"2008";"4";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"705,42";"2008040349002"
"2008";"4";"ALOIZIO MERCADANTE";"Divulgação da atividade parlamentar";"";"";"";"";"";"1575";"2008040349005"
"2008";"4";"ALOIZIO MERCADANTE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"472,22";"2008040349003"
"2008";"5";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"7956,66";"2008050349001"
"2008";"5";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"667,81";"2008050349002"
"2008";"5";"ALOIZIO MERCADANTE";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"15664";"2008050349004"
"2008";"5";"ALOIZIO MERCADANTE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"1310,45";"2008050349003"
"2008";"6";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"9126,02";"2008060349001"
"2008";"6";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"409,5";"2008060349002"
"2008";"6";"ALOIZIO MERCADANTE";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"89";"2008060349004"
"2008";"6";"ALOIZIO MERCADANTE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"2524,49";"2008060349003"
"2008";"7";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"8473,44";"2008070349001"
"2008";"7";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"211,8";"2008070349002"
"2008";"7";"ALOIZIO MERCADANTE";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"89";"2008070349004"
"2008";"7";"ALOIZIO MERCADANTE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"1396,18";"2008070349003"
"2008";"8";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"10087,32";"2008080349001"
"2008";"8";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"617,1";"2008080349002"
"2008";"8";"ALOIZIO MERCADANTE";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"89";"2008080349004"
"2008";"8";"ALOIZIO MERCADANTE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"1506,24";"2008080349003"
"2008";"9";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"9861,76";"2008090349001"
"2008";"9";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"661";"2008090349002"
"2008";"9";"ALOIZIO MERCADANTE";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"89";"2008090349004"
"2008";"9";"ALOIZIO MERCADANTE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"2659,01";"2008090349003"
"2008";"10";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"9073,71";"2008100349001"
"2008";"10";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"1630,65";"2008100349002"
"2008";"10";"ALOIZIO MERCADANTE";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"12089";"2008100349004"
"2008";"10";"ALOIZIO MERCADANTE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"3020,64";"2008100349003"
"2008";"11";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"8348,98";"2008110349001"
"2008";"11";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"803,05";"2008110349002"
"2008";"11";"ALOIZIO MERCADANTE";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"6089";"2008110349004"
"2008";"11";"ALOIZIO MERCADANTE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"1827,42";"2008110349003"
"2008";"12";"ALOIZIO MERCADANTE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"7236,22";"2008120349001"
"2008";"12";"ALOIZIO MERCADANTE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"654,4";"2008120349002"
"2008";"12";"ALOIZIO MERCADANTE";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"95,1";"2008120349004"
"2008";"12";"ALOIZIO MERCADANTE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"1554,24";"2008120349003"
"2008";"2";"ALVARO DIAS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"2866,59";"2008020145601"
"2008";"2";"ALVARO DIAS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"157,4";"2008020145602"
"2008";"2";"ALVARO DIAS";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"99";"2008020145604"
"2008";"2";"ALVARO DIAS";"Divulgação da atividade parlamentar";"";"";"";"";"";"9070";"2008020145605"
"2008";"2";"ALVARO DIAS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"664,01";"2008020145603"
"2008";"3";"ALVARO DIAS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"3116,67";"2008030145601"
"2008";"3";"ALVARO DIAS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"217,3";"2008030145602"
"2008";"3";"ALVARO DIAS";"Divulgação da atividade parlamentar";"";"";"";"";"";"9632,5";"2008030145605"
"2008";"3";"ALVARO DIAS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"1505,87";"2008030145603"
"2008";"4";"ALVARO DIAS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"4273,16";"2008040145601"
"2008";"4";"ALVARO DIAS";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"360,7";"2008040145604"
"2008";"4";"ALVARO DIAS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"1534,17";"2008040145603"
"2008";"5";"ALVARO DIAS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"2026,44";"2008050145601"
"2008";"5";"ALVARO DIAS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"69,2";"2008050145602"
"2008";"5";"ALVARO DIAS";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"99";"2008050145604"
"2008";"5";"ALVARO DIAS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"1126,36";"2008050145603"
"2008";"6";"ALVARO DIAS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"3478,2";"2008060145601"
"2008";"6";"ALVARO DIAS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"460";"2008060145603"
"2008";"7";"ALVARO DIAS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"2844,37";"2008070145601"
"2008";"7";"ALVARO DIAS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"2743,5";"2008070145602"
"2008";"7";"ALVARO DIAS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"893,34";"2008070145603"
"2008";"8";"ALVARO DIAS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"2966,42";"2008080145601"
"2008";"8";"ALVARO DIAS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"929,3";"2008080145602"
"2008";"8";"ALVARO DIAS";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"99";"2008080145604"
"2008";"8";"ALVARO DIAS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"1222,2";"2008080145603"
"2008";"9";"ALVARO DIAS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"3014,25";"2008090145601"
"2008";"9";"ALVARO DIAS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"1891,4";"2008090145602"
"2008";"9";"ALVARO DIAS";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"5087,97";"2008090145604"
"2008";"9";"ALVARO DIAS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"779,25";"2008090145603"
"2008";"10";"ALVARO DIAS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"3320,36";"2008100145601"
"2008";"10";"ALVARO DIAS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"101,39";"2008100145602"
"2008";"10";"ALVARO DIAS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"1853,45";"2008100145603"
"2008";"11";"ALVARO DIAS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"2838,75";"2008110145601"
"2008";"11";"ALVARO DIAS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"1537,69";"2008110145602"
"2008";"11";"ALVARO DIAS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"2853,63";"2008110145603"
"2008";"12";"ALVARO DIAS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"";"";"";"";"";"4100,32";"2008120145601"
"2008";"12";"ALVARO DIAS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"";"";"";"";"";"4843,91";"2008120145602"
"2008";"12";"ALVARO DIAS";"Divulgação da atividade parlamentar";"";"";"";"";"";"31100";"2008120145605"
"2008";"12";"ALVARO DIAS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"510,55";"2008120145603"
"2008";"2";"ANTONIO CARLOS JUNIOR";"Divulgação da atividade parlamentar";"";"";"";"";"";"6321,57";"2008020169105"
"2008";"2";"ANTONIO CARLOS JUNIOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"5108,73";"2008020169103"
"2008";"3";"ANTONIO CARLOS JUNIOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"2669,7";"2008030169103"
"2008";"4";"ANTONIO CARLOS JUNIOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"12831,49";"2008040169103"
"2008";"5";"ANTONIO CARLOS JUNIOR";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"30900";"2008050169104"
"2008";"6";"ANTONIO CARLOS JUNIOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"1881,63";"2008060169103"
"2008";"7";"ANTONIO CARLOS JUNIOR";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"";"";"";"";"";"4000";"2008070169104"
"2008";"7";"ANTONIO CARLOS JUNIOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"";"";"";"";"";"2400,22";"2008070169103"
